text,airline_sentiment,airline_sentiment_confidence,cleaned_text,label
@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,positive,1.0,goodness people field amazing pressure texas beatstheothers crisis please fly ny,1
@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,positive,0.6775,thanks great flight la boston pilot great job landing snow go back la seriously,1
@VirginAmerica can you please get me to the new york area before monday afternoon,neutral,1.0,please get new york area monday afternoon,0
"@VirginAmerica Thanks so much for the awesome support, you guys rock!",positive,1.0,thanks much awesome support guy rock,1
@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,negative,0.7053,seat row decline mention webster horseback,-1
@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,negative,1.0,flight delayed hour la due mechanical problem handle like pro could tossed u free drink,-1
@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️,negative,0.642,canceled flight flight today precipitating scared,-1
@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!,positive,0.6667,twitter team guy killed rescheduling sap thank,1
@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,negative,1.0,guy charged schedule flight canceled lighted refusing refund deal,-1
@VirginAmerica can’t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook.,negative,1.0,access webster salary phone seems work mac pad need phone add passbook,-1
"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight",neutral,0.634,pad phone clinking checking link email received he flight,0
"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin",negative,0.6990000000000001,mobile site broken show header elevateuser numofpointsavailable number point let checking,-1
@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,negative,0.664,really looking forward flight let know rescheduled diehardvirgin,-1
"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",negative,1.0,canceled flight flight ve one see delayed airport next canceled lighted on na email call schedule,-1
@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,negative,1.0,problem link email check thanks,-1
@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,negative,1.0,change another airline get do today able land do cost ugh,-1
@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,negative,1.0,looking forward first flight today canceled lighted along subsequent one,-1
@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,positive,0.6522,putting great deal pox la la pox show love,1
@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,positive,1.0,wish afford fly next friday going back home love everything airline,1
@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,negative,1.0,on na deal dallas do deal do dallas sad,-1
"@VirginAmerica it’s just a bug report, guys",neutral,1.0,bug report guy,0
@VirginAmerica hold times at call center are a bit much,negative,1.0,hold time call center bit much,-1
@VirginAmerica Like http://t.co/VPqEm31XUQ,positive,0.7081,like,1
@VirginAmerica Site down? #help,negative,0.6455,site help,-1
@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,positive,1.0,best flight attendant ever,1
"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",positive,0.6899,awesome it watch nominated film foot meetthefleet oscar,1
@VirginAmerica thanks so much!,positive,1.0,thanks much,1
"@VirginAmerica Trying to reset my password, email never arrives. Help?",negative,0.6701,trying rest password email never arrives help,-1
"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",positive,0.6575,airline based silicon valley disruption fcmostinnovative incubation,1
@VirginAmerica Very nicely done. 👏,positive,1.0,nicely done,1
@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),positive,0.6701,looking forward watching oscar flight home tomorrow might even get something bubble drink,1
@VirginAmerica What is the reason  for the delay of the departure of VX 413 from JFK this afternoon?,negative,0.6489,reason delay departure ve of afternoon,-1
"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?",negative,0.6786,today flight palm spring ca of ny canceled lighted,-1
@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗,positive,1.0,havana guy amazing love guy,1
@VirginAmerica sounds like fun !,positive,1.0,sound like fun,1
@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,neutral,1.0,update flight of it lax,0
@virginamerica spruce moose!,neutral,1.0,spruce loose,0
"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",negative,1.0,is site right please fix site unable,-1
"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",negative,0.6473,flight vera boston today checked online bag count register fix somehow,-1
"@VirginAmerica classiq, luv Virgin America. Greetingz",positive,0.6771,classic lui virgin america greeting,1
"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",negative,0.6636,hi trying check webster working tried different brother problem continues,-1
@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,positive,1.0,thanks great customer service today amp helping get travel sorted,1
@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,positive,1.0,thanks guy sweet route rockies airplanemodewason,1
@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,positive,1.0,love music blasting gate boston waiting flight sanfrancisco could get ice coffee,1
"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews",negative,0.6706,passenger felt assaulted flown trust banner crew filed report,-1
@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ,negative,1.0,current bug webster show select departure city selecting destination city,-1
@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,negative,1.0,luggage severely denied missing wheel coming baggage claim san luggage agent veranda think help,-1
"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",positive,1.0,thank easy itinerant shift impending weather quick painless amp free,1
"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",neutral,0.6598,love see girl inspired become pilot it free was event march abe,0
@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,positive,1.0,thanks good time back vodkatonics entire flight so,1
"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",neutral,1.0,beat expectation share take santa cruz sentinel,0
@VirginAmerica any plans to start flying direct from DAL to LAS?,neutral,1.0,plan start flying direct day la,0
@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,neutral,0.6701,big love gratitude power w weren oscar vipswagbags avalonhollywood,0
"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",positive,1.0,great job adding little luxury aesthetic improve air travel experience thank keep,1
@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,negative,1.0,requested window seat confirmed window got stuck middle seat good way treat silver member,-1
@VirginAmerica Grand Budapest Hotel #OscarsCountdown,neutral,1.0,grand budapest hotel oscarscountdown,0
@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,neutral,1.0,missed next trip,0
@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,negative,0.6965,utf paid direct flight purpose stop fuel exhausted frequent flies nothing inconvenience,-1
@VirginAmerica there is something wrong with you website in Safari iPhone,negative,1.0,something wrong webster salary phone,-1
@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,positive,1.0,thanks gate checking baggage full flight dew lax giving early boarding sweet,1
